order_id,customer_id,product_id,quantity,amount,order_date
190,4348,117,9,5443.29,2024-11-22
191,3993,403,3,1454.79,2025-09-09
192,793,50,2,2541.04,2024-10-28
193,3139,319,5,3709.7,2025-06-23
194,4783,314,10,12608.5,2023-08-21
195,358,106,4,964.72,2025-08-08
196,601,9,5,2974.5,2025-01-01
197,2785,99,6,7411.32,2023-08-23
198,2196,211,6,2166.66,2024-06-24
199,2576,323,1,687.41,2025-04-20
200,4521,499,2,215.92,2026-04-29
201,4652,325,3,2514.51,2025-03-15
202,1349,116,1,1079.43,2025-07-30
203,3116,336,10,9352.2,2024-10-18
204,3595,12,7,9042.88,2025-10-11
205,3783,93,1,296.36,2025-05-24
206,25,138,10,12849.7,2024-08-14
207,1093,390,8,299.12,2024-12-29
208,3934,289,10,5154.0,2023-09-17
209,4509,315,8,10374.56,2023-11-12
210,4851,57,6,1195.62,2025-03-31
211,1200,38,4,1819.6,2025-09-10
212,1344,350,6,7265.52,2025-03-11
213,1651,28,9,2226.78,2024-12-02
214,2087,103,6,377.1,2025-07-21
215,4425,177,5,6038.2,2025-08-13
216,4817,56,1,75.55,2025-05-02
217,1706,4,5,5506.05,2024-07-06
218,3095,222,7,3767.75,2025-12-23
219,4288,166,4,2091.76,2024-05-01
220,3310,46,1,123.64,2023-06-19
221,610,67,10,3396.1,2025-04-16
222,2324,368,5,4467.45,2026-06-08
223,4272,362,6,4031.4,2024-03-18
224,1167,339,8,4676.08,2025-05-09
225,4112,494,5,2184.6,2025-04-03
226,1064,273,2,264.72,2026-03-08
227,2937,241,4,4658.28,2024-03-26
228,2335,329,2,1760.56,2024-01-22
229,2248,412,4,2624.92,2023-08-30
230,2500,482,3,3038.37,2024-09-09
231,3976,190,10,4328.5,2023-09-29
232,1565,189,5,5534.8,2025-04-26
233,1967,432,8,7180.8,2024-06-06
234,250,259,10,12069.0,2024-11-07
235,3188,348,7,6526.24,2024-07-02
236,152,487,6,270.9,2024-03-20
237,3375,279,5,6499.5,2026-02-18
238,2954,42,4,1343.72,2023-11-03
239,742,169,5,5212.5,2025-12-23
240,1442,43,6,7651.5,2024-04-20
241,1020,307,3,1223.88,2024-08-10
242,1780,44,5,781.45,2023-07-27
243,3988,286,5,4195.15,2023-06-26
244,2234,242,5,1001.75,2025-10-18
245,1627,60,5,2521.45,2025-09-28
246,549,481,3,111.18,2025-10-25
247,3533,439,2,1782.84,2025-05-25
248,4248,56,6,453.3,2025-05-08
249,4855,261,8,8920.48,2023-09-09
250,1780,370,2,728.92,2025-01-12
251,4328,108,1,718.11,2026-04-03
252,1966,158,4,703.4,2025-07-18
253,471,68,3,3434.7,2023-08-11
254,3159,136,3,1964.34,2025-11-22
255,4308,87,8,289.84,2024-03-08
256,836,101,8,6598.56,2024-08-07
257,3582,83,9,731.88,2025-09-28
258,4946,300,5,3593.25,2023-07-19
259,2251,354,6,5888.22,2024-12-06
260,2192,229,5,6217.4,2024-11-25
261,1361,387,6,91.8,2024-11-30
262,73,430,2,2389.62,2025-12-29
263,743,36,5,4169.9,2025-07-20
264,2237,91,8,5116.48,2023-08-10
265,2206,454,7,2533.58,2025-10-03
266,2133,216,5,5768.05,2024-12-21
267,4912,318,10,657.3,2023-12-28
268,903,320,10,11342.4,2025-09-18
269,4916,495,3,2943.06,2025-09-21
270,1499,132,4,2853.76,2024-08-16
271,4303,67,3,1018.83,2026-01-24
272,3678,217,9,4057.56,2024-04-21
273,1523,53,3,3213.27,2025-07-27
274,3252,184,10,10628.3,2026-04-18
275,2799,326,3,1255.83,2025-07-09
276,2991,429,8,1418.0,2024-12-22
277,1502,5,7,5047.63,2026-01-30
278,57,186,3,776.16,2023-07-09
279,2400,137,5,514.9,2026-03-21
280,1291,207,8,7501.36,2025-09-30
281,675,268,7,3757.32,2024-11-09
282,3080,427,10,7693.7,2026-06-11
283,1975,437,3,2155.05,2024-09-04
284,2934,475,2,33.06,2026-04-16
285,338,347,9,2914.38,2025-09-20
286,4612,435,8,4717.04,2025-07-06
287,845,448,5,3958.45,2023-06-19
288,4922,55,10,4140.4,2024-11-02
289,2789,366,6,7538.4,2023-12-14
290,3679,262,1,1105.73,2025-06-05
291,2799,406,6,3507.12,2026-04-11
292,3528,105,8,1235.84,2024-03-02
293,4494,225,9,295.56,2023-12-27
294,1716,154,3,2477.67,2025-11-25
295,4607,358,2,2571.32,2025-04-28
296,1712,305,2,1820.78,2024-06-09
297,888,373,1,876.42,2023-07-11
298,160,277,4,350.52,2025-10-28
299,1662,332,6,6554.46,2025-10-27
300,896,246,7,2490.74,2024-03-29
301,2160,177,1,1207.64,2024-05-12
302,3516,140,8,6690.72,2024-12-15
303,2998,213,1,496.94,2025-09-29
304,1107,329,4,3521.12,2023-09-11
305,1829,137,5,514.9,2025-09-15
306,2000,164,6,6930.84,2025-12-11
307,341,324,7,2266.11,2025-10-17
308,168,8,5,1138.05,2024-07-14
309,506,181,7,6058.22,2024-04-27
310,1712,378,8,6400.72,2023-11-11
311,1702,279,3,3899.7,2025-01-29
312,4776,296,3,3321.21,2025-12-06
313,562,39,4,5072.16,2024-06-16
314,1767,370,4,1457.84,2025-08-13
315,1330,157,2,997.72,2024-04-07
316,4326,144,9,5163.39,2025-09-15
317,4905,39,2,2536.08,2025-11-01
318,496,355,1,554.67,2024-04-15
319,1353,212,8,7419.2,2024-11-23
320,4479,290,6,5352.06,2026-03-04
321,1756,38,8,3639.2,2023-12-02
322,2680,78,8,9738.16,2023-07-03
323,1916,311,7,7091.49,2025-05-07
324,3451,135,1,915.82,2023-07-16
325,699,434,1,229.37,2024-12-24
326,105,81,2,1549.14,2024-03-10
327,1874,80,4,4359.76,2023-12-29
328,4721,311,5,5065.35,2025-04-12
329,4426,222,7,3767.75,2026-04-18
330,1017,82,6,3063.84,2025-08-06
331,4958,246,2,711.64,2024-06-07
332,194,75,10,2853.6,2026-05-05
333,3692,337,8,5401.36,2026-01-18
334,2821,264,10,12742.8,2024-09-30
335,435,21,1,982.78,2023-12-24
336,2742,207,2,1875.34,2026-05-03
337,3699,59,10,2851.2,2026-02-26
338,2048,188,3,2824.29,2024-05-17
339,3994,255,8,6945.52,2025-11-23
340,3863,207,1,937.67,2026-03-03
341,3905,394,4,4331.16,2023-12-21
342,2845,190,1,432.85,2025-03-29
343,1514,59,4,1140.48,2026-01-28
344,2751,120,6,3725.64,2025-07-20
345,4512,258,3,1626.09,2025-11-30
346,771,6,6,3333.18,2026-05-02
347,1451,2,5,5178.95,2025-03-30
348,833,105,10,1544.8,2025-04-16
349,2203,293,7,3446.38,2025-01-02
350,1164,102,3,1596.54,2025-12-10
351,825,162,9,5507.37,2023-12-16
352,1725,478,7,3340.82,2025-11-27
353,4857,243,5,5707.5,2024-11-18
354,4115,114,7,5746.72,2025-10-30
355,980,379,7,1826.93,2026-03-08
356,4910,460,3,341.55,2025-03-02
357,2285,124,6,2126.22,2024-09-29
358,3522,14,2,2525.12,2024-12-10
359,2436,387,8,122.4,2025-10-15
360,123,185,8,5614.24,2024-12-18
361,1668,227,6,5647.02,2026-05-08
362,279,147,1,1190.41,2025-01-07
363,3553,246,1,355.82,2025-07-05
364,114,236,10,5530.1,2024-10-15
365,1024,164,3,3465.42,2025-05-22
366,4834,38,5,2274.5,2025-07-04
367,1120,497,10,10370.4,2026-04-13
368,2490,56,6,453.3,2026-05-25
369,3586,356,5,4403.9,2026-04-12
370,2146,210,1,192.62,2024-10-29
371,2597,143,6,6905.16,2024-02-02
372,3974,359,5,4031.85,2025-05-30
373,971,385,2,164.22,2025-01-06
374,1515,134,8,2283.52,2025-10-05
375,650,57,6,1195.62,2025-02-28
376,1015,170,4,1854.4,2026-02-24
377,4317,134,6,1712.64,2024-04-07
378,490,419,7,1470.35,2024-03-06
379,1186,467,9,7160.49,2024-05-02
380,2287,229,8,9947.84,2024-09-01
381,946,487,10,451.5,2024-12-05
382,695,484,3,2251.62,2024-03-18
383,764,224,2,1021.16,2024-01-11
384,3500,381,5,6182.4,2024-02-27
385,2275,249,1,424.45,2026-02-08
386,1718,374,3,3609.78,2024-03-13
387,1049,338,9,378.36,2025-02-27
388,2650,39,8,10144.32,2025-06-03
389,3775,319,7,5193.58,2025-05-24
390,146,485,3,1897.14,2024-06-13
391,3414,320,5,5671.2,2024-12-05
392,2591,360,6,822.24,2024-09-07
393,4871,132,8,5707.52,2024-02-28
394,1504,316,3,2478.84,2026-03-14
395,1674,84,5,381.5,2024-02-27
396,3713,69,7,8897.56,2025-02-23
397,264,472,4,2440.32,2023-09-21
398,1754,384,6,2584.68,2023-12-28
399,68,223,10,6111.0,2025-01-19
400,750,484,10,7505.4,2026-04-20
401,3943,342,10,7726.6,2025-02-10
402,64,260,1,1069.18,2025-11-20
403,3649,232,10,4490.8,2026-05-17
404,2594,298,1,79.48,2024-02-16
405,1228,364,10,11522.7,2024-05-04
406,4980,49,2,1530.16,2026-05-24
407,194,382,6,2450.82,2026-04-20
408,378,468,5,3129.1,2024-08-10
409,3633,127,6,2834.58,2024-09-09
410,1489,126,6,2834.28,2026-05-29
411,1804,437,2,1436.7,2024-04-03
412,1186,332,9,9831.69,2026-01-21
413,2595,437,7,5028.45,2024-12-22
414,2845,357,8,6877.2,2026-01-07
415,1615,210,1,192.62,2026-05-15
416,1678,411,10,5653.4,2025-09-07
417,868,282,3,1867.02,2024-01-27
418,1447,239,9,5133.15,2025-05-27
419,3825,126,9,4251.42,2024-01-19
420,3105,321,10,2967.6,2024-05-18
421,373,384,5,2153.9,2024-02-13
422,4126,348,7,6526.24,2024-10-05
423,4223,273,6,794.16,2024-07-04
424,863,114,8,6567.68,2025-03-01
425,4869,236,7,3871.07,2025-01-28
426,2365,328,6,2406.18,2024-04-30
427,4672,213,1,496.94,2024-01-23
428,3911,409,1,1182.14,2025-06-17
429,2380,412,5,3281.15,2025-06-15
430,2168,91,10,6395.6,2024-10-12
431,4164,100,6,1469.52,2024-05-16
432,709,209,2,1109.28,2025-01-04
433,3210,473,2,1105.04,2024-03-06
434,4987,152,3,3423.27,2024-09-15
435,4949,253,5,341.5,2025-01-21
436,3842,21,3,2948.34,2024-09-26
437,2798,453,5,3768.15,2024-06-19
438,149,160,7,859.81,2025-04-14
439,2102,291,6,3589.14,2026-03-20
440,1729,385,10,821.1,2026-05-04
441,495,201,6,966.96,2025-12-17
442,4246,330,9,3788.55,2023-10-20
443,2614,490,9,6529.86,2025-02-21
444,2753,22,5,5958.2,2026-01-15
445,3100,372,7,2421.51,2024-10-10
446,3673,238,3,2792.55,2025-02-02
447,3588,38,2,909.8,2023-08-27
448,622,124,10,3543.7,2026-03-21
449,1054,26,6,4920.42,2023-12-22
450,1287,362,5,3359.5,2025-12-24
451,1129,287,3,2536.71,2023-12-17
452,571,119,8,6126.0,2024-10-23
453,322,341,6,2074.08,2026-03-20
454,3666,196,8,145.76,2024-02-29
455,2715,14,10,12625.6,2024-01-03
456,3569,210,10,1926.2,2023-08-22
457,2473,13,3,816.54,2024-05-26
458,2310,76,3,3479.7,2023-07-30
459,4027,211,7,2527.77,2026-05-07
460,2369,149,3,1519.44,2023-12-28
461,2433,429,7,1240.75,2025-04-03
462,1811,286,3,2517.09,2023-08-17
463,1326,135,9,8242.38,2023-08-17
464,4659,208,2,1621.36,2025-11-23
465,1704,215,8,5841.36,2026-02-07
466,3223,102,8,4257.44,2025-04-15
467,3115,240,4,1142.24,2025-06-13
468,1557,387,10,153.0,2025-07-01
469,2200,283,1,316.55,2026-05-02
470,1421,336,9,8416.98,2025-11-05
471,1542,469,5,6081.9,2024-12-28
472,2406,39,5,6340.2,2024-03-31
473,2630,331,3,2184.12,2025-06-29
474,863,114,1,820.96,2024-07-11
475,2559,132,5,3567.2,2025-02-26
476,117,97,1,301.39,2023-09-11
477,2367,396,4,2951.08,2025-09-16
478,21,345,5,5356.1,2023-10-02
479,651,25,4,2960.84,2026-01-28
480,2421,334,10,7646.7,2023-12-19
481,2328,312,4,2845.84,2025-09-11
482,2399,351,10,11157.7,2023-08-02
483,4500,211,6,2166.66,2025-03-09
484,2437,157,2,997.72,2024-07-29
485,4124,256,5,2892.7,2024-02-02
486,3572,477,6,2270.7,2025-11-01
487,4010,168,6,1601.82,2026-05-19
488,1478,280,6,7132.98,2024-05-29
489,486,97,7,2109.73,2024-10-19
490,134,479,9,9566.28,2025-12-03
491,1184,423,7,3647.84,2025-04-12
492,2822,425,6,142.26,2025-01-28
493,2410,137,3,308.94,2025-09-22
494,222,495,3,2943.06,2026-05-24
495,3087,96,6,3886.14,2025-07-26
496,4044,120,4,2483.76,2026-05-17
497,3846,378,7,5600.63,2025-07-23
498,2051,246,10,3558.2,2023-12-01
499,2669,70,7,1960.0,2026-06-12
500,2265,310,4,1133.16,2024-03-30
501,1232,208,4,3242.72,2024-08-11
502,3533,96,1,647.69,2023-08-02
503,1354,463,9,7175.97,2025-08-14
504,993,32,3,1474.74,2025-07-02
505,503,140,10,8363.4,2023-07-25
506,3374,249,2,848.9,2024-12-04
507,2889,29,3,229.68,2023-11-01
508,1585,446,10,12008.7,2025-06-08
509,143,250,5,1021.9,2023-09-19
510,3468,478,4,1909.04,2026-01-01
511,1651,143,8,9206.88,2025-02-03
512,1032,351,1,1115.77,2026-04-02
513,4379,294,3,1220.46,2025-08-10
514,2993,424,9,5369.76,2024-05-22
515,2332,298,1,79.48,2025-02-22
516,1788,311,7,7091.49,2025-12-29
517,2422,413,6,3802.14,2024-05-16
518,4222,456,7,3655.33,2026-04-23
519,2508,284,1,1063.34,2024-11-18
520,4090,441,2,876.16,2025-11-29
521,4194,113,3,170.46,2024-12-06
522,137,168,4,1067.88,2026-03-10
523,4208,297,5,5807.95,2024-03-19
524,1849,183,6,3616.8,2025-12-13
525,2932,463,9,7175.97,2025-05-06
526,4533,240,9,2570.04,2025-08-23
527,4718,31,8,7607.68,2025-01-23
528,1619,149,8,4051.84,2025-04-01
529,2928,54,4,2516.36,2026-06-07
530,1932,429,9,1595.25,2023-11-26
531,4277,243,5,5707.5,2024-02-05
532,1698,118,4,2042.72,2023-08-07
533,3843,134,8,2283.52,2025-07-20
534,4350,217,1,450.84,2026-04-17
535,683,76,7,8119.3,2024-09-04
536,3993,327,7,7062.93,2026-05-11
537,890,462,2,904.18,2023-07-29
538,594,415,5,363.05,2024-06-24
539,479,23,1,336.47,2026-03-31
540,3328,424,2,1193.28,2024-12-29
541,8,54,2,1258.18,2024-08-02
542,4363,187,5,4764.5,2023-09-27
543,432,25,5,3701.05,2025-04-30
544,1822,229,8,9947.84,2023-09-24
545,929,335,6,3987.36,2025-01-22
546,2547,260,5,5345.9,2023-12-11
547,3926,456,1,522.19,2026-04-27
548,1974,68,6,6869.4,2025-05-11
549,3511,109,9,1663.83,2025-02-12
550,585,58,2,1386.6,2026-02-07
551,3009,469,1,1216.38,2023-10-10
552,1321,69,1,1271.08,2025-12-01
553,142,431,6,3862.98,2025-10-07
554,2647,91,6,3837.36,2023-09-22
555,1649,243,3,3424.5,2025-09-30
556,3470,100,1,244.92,2025-03-06
557,1557,239,3,1711.05,2025-01-15
558,3100,225,5,164.2,2025-06-20
559,2821,66,1,949.84,2024-10-09
560,1109,144,6,3442.26,2023-08-29
561,4135,441,4,1752.32,2025-12-29
562,3420,98,9,3891.33,2025-12-31
563,2075,360,7,959.28,2023-09-27
564,3192,482,4,4051.16,2024-10-12
565,2586,39,4,5072.16,2024-12-03
566,1003,261,5,5575.3,2024-10-25
567,981,81,6,4647.42,2026-04-12
568,2835,47,2,2493.4,2025-12-25
569,3728,33,2,95.68,2025-10-18
570,4430,211,4,1444.44,2025-04-21
571,2500,206,10,8755.2,2025-05-19
572,2592,19,7,5770.8,2025-05-24
573,259,53,1,1071.09,2025-06-16
574,4398,113,7,397.74,2023-09-05
575,1066,66,6,5699.04,2023-09-13
576,4432,175,1,224.63,2023-11-04
577,4446,460,2,227.7,2024-06-09
578,4533,238,2,1861.7,2025-11-25
579,4765,402,4,63.68,2025-04-29
580,1046,108,8,5744.88,2025-12-21
581,4199,251,7,6589.59,2025-02-26
582,341,44,4,625.16,2025-05-26
583,4075,387,1,15.3,2026-02-12
584,739,360,3,411.12,2024-05-07
585,2498,210,6,1155.72,2024-02-22
586,3754,370,8,2915.68,2025-01-17
587,4379,472,7,4270.56,2026-04-23
588,38,19,1,824.4,2026-01-22
589,1700,63,3,827.67,2025-04-05
590,2072,74,7,1328.6,2024-01-28
591,2592,123,3,2532.72,2024-05-11
592,2873,55,10,4140.4,2023-10-19
593,1785,252,7,8732.85,2025-02-02
594,3540,428,7,1888.88,2026-02-22
595,3488,48,10,9564.4,2025-12-13
596,2248,210,5,963.1,2023-07-15
597,2887,228,2,1251.8,2023-12-22
598,2226,88,9,4371.39,2024-08-31
599,1452,457,2,374.42,2024-03-11
600,679,370,6,2186.76,2026-02-18
601,2830,47,4,4986.8,2024-02-06
602,2856,384,4,1723.12,2025-12-20
603,4125,434,7,1605.59,2026-06-13
604,2693,481,2,74.12,2025-05-20
605,3983,73,7,7285.74,2024-07-29
606,4879,437,7,5028.45,2026-04-28
607,3446,197,6,1665.48,2024-04-14
608,1585,340,4,4459.88,2025-04-29
609,2916,196,5,91.1,2024-07-11
610,582,274,4,1445.68,2024-12-10
611,2058,185,7,4912.46,2025-03-21
612,922,155,7,391.72,2026-03-18
613,1417,385,2,164.22,2025-12-05
614,3273,232,7,3143.56,2024-03-08
615,4767,71,5,5699.55,2026-06-10
616,4373,413,1,633.69,2025-04-19
617,2356,334,2,1529.34,2025-06-22
618,2633,388,7,7677.04,2026-05-02
619,4821,31,4,3803.84,2023-10-12
620,1663,301,8,9136.0,2026-02-06
621,2519,417,7,3097.99,2023-11-15
622,3351,54,1,629.09,2024-12-03
623,662,290,5,4460.05,2024-08-18
624,1327,466,4,3347.76,2023-09-04
625,879,425,5,118.55,2025-02-23
626,64,487,8,361.2,2026-06-04
627,3773,326,6,2511.66,2024-07-07
628,724,429,5,886.25,2025-12-15
629,1346,152,2,2282.18,2024-07-29
630,1384,388,10,10967.2,2024-04-06
631,61,447,8,9992.48,2024-09-10
632,3463,91,10,6395.6,2023-12-09
633,447,352,1,197.17,2025-06-25
634,3157,53,2,2142.18,2026-02-21
635,537,436,2,1777.98,2025-03-12
636,4626,257,8,9009.52,2025-12-22
637,1711,145,4,1748.6,2025-01-08
638,4341,318,2,131.46,2025-06-12
639,2164,239,6,3422.1,2025-02-17
640,2591,211,6,2166.66,2024-10-01
641,3,178,1,406.04,2025-12-29
642,2010,196,9,163.98,2023-08-01
643,3166,119,8,6126.0,2023-11-02
644,538,292,3,2883.03,2023-11-17
645,4065,481,5,185.3,2023-10-20
646,1349,253,10,683.0,2025-08-05
647,4715,499,6,647.76,2024-08-04
648,1252,450,8,5606.64,2025-10-06
649,2813,78,7,8520.89,2024-12-05
650,3556,54,7,4403.63,2024-01-16
651,1119,422,4,2334.68,2025-08-23
652,3050,3,10,5122.9,2025-08-04
653,4062,208,10,8106.8,2024-11-26
654,1183,327,4,4035.96,2025-11-06
655,4810,297,7,8131.13,2026-05-30
656,3567,465,6,3223.02,2023-09-04
657,252,37,3,2952.12,2024-05-17
658,4088,110,7,2822.54,2024-10-08
659,2719,259,10,12069.0,2026-02-23
660,4458,278,4,3125.88,2023-07-30
661,3977,500,8,7735.2,2024-03-27
662,463,391,2,1203.64,2024-03-31
663,3343,455,5,3043.65,2025-01-15
664,3168,81,10,7745.7,2024-03-11
665,1233,289,1,515.4,2023-08-17
666,3428,472,7,4270.56,2025-03-23
667,2797,2,3,3107.37,2024-07-14
668,894,466,10,8369.4,2024-10-22
669,817,445,7,5039.65,2024-12-04
670,1531,311,5,5065.35,2024-06-04
671,1758,30,5,4305.55,2023-09-06
672,3289,211,8,2888.88,2026-01-12
673,4508,61,2,322.3,2026-03-03
674,4089,296,10,11070.7,2024-03-20
675,4497,288,9,993.06,2024-08-18
676,4343,77,5,311.45,2026-04-24
677,4509,48,4,3825.76,2024-07-15
678,1324,57,2,398.54,2024-09-28
